label,dwell_seconds,velocity_magnitude,confidence,is_near_door,time_of_day_hour
normal,0.5,1.19,0.71,0.0,16.0
normal,2.83,0.96,0.82,0.0,21.0
normal,5.06,1.14,0.85,0.0,17.0
normal,5.51,1.1,0.81,0.0,10.0
normal,15.99,1.08,1.0,0.0,15.0
normal,8.04,0.86,0.85,0.0,20.0
normal,2.29,1.14,0.76,0.0,19.0
normal,3.24,0.77,0.79,0.0,6.0
normal,11.94,1.55,0.81,0.0,7.0
anomaly,7.02,0.96,0.95,0.0,5.0
normal,5.89,1.14,0.78,0.0,11.0
normal,7.09,1.27,0.79,0.0,13.0
normal,12.13,1.88,0.85,0.0,14.0
normal,3.86,0.86,0.92,0.0,9.0
normal,11.45,1.16,0.83,0.0,19.0
normal,1.76,0.63,0.93,0.0,17.0
normal,8.45,1.07,0.84,0.0,8.0
normal,1.14,1.22,0.98,0.0,18.0
normal,1.77,0.73,0.78,0.0,7.0
normal,6.31,1.0,0.94,0.0,19.0
normal,0.17,1.28,0.86,0.0,19.0
normal,6.81,1.25,0.77,0.0,15.0
anomaly,229.62,0.16,0.9,1.0,17.0
normal,3.08,1.4,0.89,0.0,21.0
normal,8.95,1.18,0.89,0.0,15.0
normal,0.85,1.49,0.94,0.0,19.0
normal,7.46,1.33,0.95,0.0,8.0
normal,3.39,1.52,0.9,0.0,8.0
normal,0.2,1.15,0.9,0.0,11.0
normal,2.88,1.32,0.82,0.0,15.0
normal,5.87,1.13,0.84,0.0,7.0
normal,10.61,0.73,0.89,0.0,6.0
normal,2.03,1.05,0.81,0.0,6.0
normal,0.16,1.51,0.89,0.0,18.0
normal,20.0,0.76,0.85,0.0,20.0
anomaly,116.56,0.0,0.94,1.0,20.0
normal,8.76,0.9,0.75,0.0,6.0
normal,5.19,1.25,0.97,0.0,13.0
anomaly,104.04,0.18,0.9,1.0,8.0
normal,4.57,1.58,0.94,0.0,20.0
normal,12.05,1.19,0.79,0.0,9.0
normal,5.33,0.82,0.86,0.0,18.0
normal,1.1,1.04,0.77,0.0,17.0
normal,0.88,1.3,0.75,0.0,18.0
normal,1.64,0.95,0.72,0.0,15.0
normal,6.52,1.08,0.7,0.0,13.0
normal,1.05,1.25,0.7,0.0,15.0
normal,1.29,1.28,0.97,0.0,19.0
normal,8.23,0.98,0.76,0.0,6.0
normal,1.92,1.65,0.71,0.0,12.0
normal,13.84,1.18,0.71,0.0,7.0
normal,1.27,0.77,0.95,0.0,14.0
normal,8.15,0.59,0.82,0.0,10.0
normal,8.61,1.15,0.79,0.0,8.0
normal,5.49,0.91,0.82,0.0,20.0
normal,3.84,0.85,0.81,0.0,9.0
normal,4.84,1.16,0.87,0.0,17.0
normal,5.07,1.22,0.75,0.0,21.0
normal,6.49,1.62,0.72,0.0,14.0
normal,1.83,1.92,0.88,0.0,7.0
normal,6.72,0.53,0.83,0.0,6.0
normal,3.77,0.84,0.72,0.0,21.0
normal,2.67,1.12,0.7,0.0,15.0
normal,5.8,1.0,0.92,0.0,20.0
normal,1.9,1.24,0.95,0.0,19.0
normal,2.18,1.24,0.78,0.0,16.0
normal,13.97,1.21,0.93,0.0,7.0
anomaly,116.3,0.2,0.96,0.0,12.0
normal,10.77,1.36,0.85,0.0,6.0
normal,3.32,0.83,0.86,0.0,7.0
normal,0.46,1.51,0.84,0.0,15.0
normal,2.27,1.61,0.93,0.0,20.0
normal,9.09,1.18,0.76,0.0,17.0
normal,2.98,1.22,0.79,0.0,8.0
normal,3.38,0.93,0.84,0.0,13.0
normal,0.25,1.42,0.74,0.0,21.0
normal,0.35,1.27,0.91,0.0,15.0
normal,6.18,0.85,0.94,0.0,11.0
normal,0.03,0.92,0.9,0.0,12.0
normal,10.84,1.22,0.83,0.0,17.0
normal,1.62,1.13,0.98,0.0,10.0
normal,17.53,0.76,0.89,0.0,20.0
normal,0.28,1.97,0.81,0.0,11.0
normal,0.88,0.78,0.87,0.0,22.0
normal,0.56,1.63,0.95,0.0,17.0
normal,7.21,1.04,0.82,0.0,14.0
normal,6.96,0.72,0.95,0.0,20.0
normal,4.81,1.6,1.0,0.0,18.0
normal,19.27,1.65,0.97,0.0,17.0
normal,10.37,1.1,0.87,0.0,11.0
normal,2.57,1.23,0.75,0.0,18.0
normal,9.87,1.5,0.75,0.0,12.0
normal,4.29,1.23,0.96,0.0,17.0
normal,13.05,1.36,0.85,0.0,10.0
normal,5.9,1.44,0.96,0.0,14.0
normal,8.29,1.1,0.92,0.0,16.0
normal,4.23,1.41,0.86,0.0,9.0
normal,7.7,0.95,0.94,0.0,9.0
normal,6.62,1.12,0.83,0.0,18.0
normal,2.01,1.5,0.96,0.0,13.0
normal,1.51,0.5,0.78,0.0,19.0
normal,0.32,1.22,0.96,0.0,6.0
normal,12.99,1.02,0.94,0.0,13.0
normal,5.64,1.81,0.86,0.0,12.0
normal,6.77,1.02,0.99,0.0,7.0
normal,3.17,1.2,0.97,0.0,12.0
normal,2.76,1.38,0.92,0.0,18.0
normal,5.22,1.41,0.74,0.0,21.0
normal,20.0,1.05,0.93,0.0,16.0
normal,5.22,1.07,0.76,0.0,20.0
anomaly,2.61,1.05,0.86,0.0,0.0
normal,1.31,1.05,0.85,0.0,14.0
normal,2.08,1.22,0.97,0.0,12.0
normal,4.27,1.01,0.78,0.0,18.0
normal,3.0,0.99,0.93,0.0,6.0
normal,10.6,1.3,0.82,0.0,16.0
normal,2.06,1.06,0.98,0.0,13.0
normal,3.81,1.52,0.96,0.0,18.0
normal,7.17,1.47,0.89,0.0,16.0
normal,0.56,1.45,0.84,0.0,17.0
normal,3.0,1.66,0.74,0.0,8.0
normal,0.58,1.0,0.74,0.0,22.0
normal,5.79,1.44,0.86,0.0,20.0
normal,3.21,1.08,0.8,0.0,6.0
normal,5.75,1.65,0.93,0.0,8.0
normal,1.57,1.08,0.86,0.0,12.0
normal,3.13,1.42,0.76,0.0,19.0
anomaly,5.7,1.22,0.65,0.0,23.0
normal,11.81,1.2,0.75,0.0,19.0
normal,0.32,1.42,0.73,0.0,12.0
normal,2.52,0.91,0.74,0.0,9.0
normal,2.47,0.8,0.92,0.0,16.0
normal,2.87,1.42,0.78,0.0,6.0
normal,5.97,0.72,0.84,0.0,18.0
normal,1.38,1.1,0.93,0.0,11.0
normal,2.85,1.12,0.77,0.0,14.0
normal,7.06,1.25,0.76,0.0,15.0
normal,3.37,0.8,0.97,0.0,21.0
normal,0.38,1.19,0.89,0.0,6.0
normal,7.89,1.37,0.89,0.0,13.0
normal,3.41,1.25,0.82,0.0,11.0
normal,15.32,0.71,0.87,0.0,7.0
normal,0.44,0.88,0.78,0.0,12.0
normal,10.38,1.18,0.94,0.0,22.0
normal,1.89,1.25,0.9,0.0,16.0
normal,0.63,1.01,0.86,0.0,16.0
normal,7.4,1.0,0.97,0.0,10.0
normal,5.09,1.17,0.9,0.0,18.0
normal,9.67,1.27,0.86,0.0,20.0
normal,9.48,0.53,0.76,0.0,13.0
normal,1.74,1.19,0.84,0.0,12.0
normal,11.04,1.04,0.96,0.0,14.0
normal,10.8,1.39,0.94,0.0,9.0
normal,7.09,1.05,0.8,0.0,21.0
normal,7.73,1.36,0.97,0.0,13.0
normal,6.54,1.43,0.89,0.0,13.0
normal,1.17,1.02,0.9,0.0,14.0
anomaly,41.67,0.04,0.97,0.0,1.0
normal,14.4,1.13,0.8,0.0,18.0
anomaly,78.85,0.22,0.7,0.0,1.0
normal,4.57,1.36,0.82,0.0,19.0
normal,5.51,1.24,0.76,0.0,12.0
normal,3.26,0.66,0.88,0.0,10.0
normal,0.2,1.35,0.92,0.0,12.0
normal,1.91,1.11,0.74,0.0,13.0
normal,0.38,0.84,0.84,0.0,21.0
normal,4.67,1.3,0.78,0.0,9.0
normal,0.75,1.1,0.87,0.0,6.0
normal,4.03,1.16,0.9,0.0,10.0
normal,4.63,1.23,0.71,0.0,10.0
normal,15.12,1.23,0.96,0.0,16.0
normal,0.37,1.26,0.94,0.0,8.0
normal,0.94,0.93,0.74,0.0,10.0
normal,1.08,1.07,0.72,0.0,15.0
normal,3.59,1.31,0.99,0.0,20.0
anomaly,63.76,0.01,0.63,0.0,1.0
normal,2.84,1.57,0.82,0.0,8.0
normal,15.08,1.43,0.99,0.0,17.0
normal,1.42,1.36,0.78,0.0,18.0
normal,1.67,1.26,0.78,0.0,9.0
normal,0.96,1.04,0.72,0.0,8.0
anomaly,94.77,0.03,0.86,1.0,17.0
normal,12.29,1.18,0.96,0.0,19.0
normal,8.62,0.85,0.87,0.0,16.0
normal,2.41,1.24,0.83,0.0,7.0
normal,3.62,1.1,0.76,0.0,6.0
normal,1.35,1.2,0.95,0.0,22.0
normal,6.98,1.59,0.95,0.0,17.0
normal,7.18,0.76,0.93,0.0,7.0
normal,2.64,1.02,0.88,0.0,8.0
normal,11.34,1.34,0.78,0.0,10.0
normal,16.02,0.97,0.96,0.0,6.0
normal,6.25,0.88,0.86,0.0,19.0
normal,1.23,1.06,0.74,0.0,20.0
normal,3.46,1.1,0.72,0.0,20.0
normal,5.77,0.79,0.83,0.0,6.0
normal,8.18,1.2,0.94,0.0,7.0
normal,3.53,0.94,0.82,0.0,20.0
normal,6.61,1.2,0.78,0.0,12.0
normal,2.37,1.49,0.92,0.0,15.0
normal,1.46,1.43,0.88,0.0,8.0
normal,0.4,0.79,0.72,0.0,8.0
normal,5.88,1.21,0.79,0.0,22.0
anomaly,6.0,1.01,0.83,0.0,4.0
normal,0.25,0.67,0.76,0.0,15.0
normal,7.88,1.11,0.7,0.0,6.0
normal,5.01,1.11,0.94,0.0,9.0
normal,2.29,0.85,0.85,0.0,19.0
normal,3.87,0.85,0.7,0.0,12.0
normal,12.94,0.57,0.8,0.0,22.0
normal,1.42,1.04,0.95,0.0,12.0
normal,13.02,1.41,0.86,0.0,16.0
normal,3.26,1.4,0.87,0.0,9.0
normal,0.54,1.16,0.94,0.0,19.0
normal,7.27,0.7,0.77,0.0,16.0
normal,4.38,1.88,0.97,0.0,12.0
normal,1.76,1.16,0.76,0.0,17.0
normal,10.58,0.81,0.97,0.0,19.0
normal,6.36,1.73,0.83,0.0,14.0
normal,9.61,1.52,0.99,0.0,10.0
normal,2.8,0.23,0.71,0.0,11.0
normal,0.12,0.63,0.86,0.0,22.0
normal,3.94,1.36,0.76,0.0,20.0
normal,1.77,1.11,0.84,0.0,20.0
normal,8.66,1.25,0.93,0.0,7.0
normal,3.61,1.06,0.77,0.0,6.0
normal,16.06,0.82,0.87,0.0,14.0
normal,13.96,0.72,0.91,0.0,20.0
normal,6.07,0.49,0.75,0.0,14.0
normal,6.36,0.48,1.0,0.0,17.0
normal,0.57,1.12,0.9,0.0,9.0
normal,1.71,1.66,0.83,0.0,19.0
normal,7.63,1.28,0.93,0.0,18.0
normal,0.92,0.85,0.85,0.0,15.0
normal,1.03,1.35,0.97,0.0,16.0
normal,2.46,1.57,0.9,0.0,11.0
normal,3.58,1.03,0.83,0.0,21.0
normal,2.15,1.35,0.78,0.0,13.0
normal,1.09,1.2,0.88,0.0,15.0
normal,1.14,0.85,0.72,0.0,19.0
normal,4.05,0.62,0.79,0.0,16.0
normal,5.74,1.15,0.81,0.0,17.0
anomaly,207.57,0.02,0.84,1.0,14.0
anomaly,278.9,0.04,0.99,1.0,18.0
normal,20.0,1.09,0.75,0.0,7.0
normal,5.14,1.4,0.78,0.0,7.0
normal,0.44,1.59,0.76,0.0,11.0
normal,2.14,0.82,0.78,0.0,20.0
normal,1.75,1.64,0.96,0.0,15.0
normal,20.0,1.5,0.76,0.0,20.0
normal,0.79,1.21,0.95,0.0,11.0
normal,12.53,1.45,0.86,0.0,21.0
normal,1.26,1.99,0.91,0.0,11.0
normal,4.9,1.15,0.74,0.0,12.0
normal,11.23,0.98,0.81,0.0,22.0
normal,2.23,1.22,0.81,0.0,21.0
normal,1.02,0.75,0.73,0.0,7.0
normal,4.94,1.34,0.71,0.0,9.0
normal,9.81,1.34,0.8,0.0,22.0
normal,0.28,1.63,0.97,0.0,15.0
normal,8.6,0.83,0.97,0.0,18.0
normal,9.31,0.91,0.95,0.0,21.0
normal,0.0,1.33,0.76,0.0,10.0
anomaly,111.25,0.04,0.67,0.0,19.0
anomaly,40.16,0.11,0.88,0.0,4.0
normal,4.61,0.77,0.74,0.0,16.0
normal,4.7,0.95,0.73,0.0,8.0
normal,2.08,1.44,0.8,0.0,20.0
normal,1.21,1.0,0.95,0.0,13.0
normal,1.16,0.69,0.96,0.0,15.0
anomaly,9.72,0.87,0.68,0.0,5.0
normal,1.94,1.23,0.83,0.0,21.0
normal,0.12,1.4,0.76,0.0,18.0
normal,2.75,1.34,0.84,0.0,11.0
normal,5.52,1.34,0.78,0.0,16.0
normal,12.23,1.34,0.85,0.0,8.0
normal,4.57,1.09,0.85,0.0,13.0
normal,1.48,1.03,0.94,0.0,20.0
normal,0.49,1.28,0.8,0.0,11.0
normal,0.11,1.69,0.82,0.0,6.0
normal,9.77,0.94,0.91,0.0,22.0
normal,6.86,1.2,0.89,0.0,13.0
normal,8.42,0.87,0.91,0.0,15.0
normal,7.47,1.28,0.88,0.0,13.0
normal,0.94,0.92,0.79,0.0,14.0
normal,1.61,1.29,0.87,0.0,16.0
normal,3.22,0.92,0.88,0.0,9.0
normal,0.7,1.29,0.79,0.0,22.0
normal,1.85,1.24,0.95,0.0,18.0
normal,6.73,1.1,0.84,0.0,21.0
normal,1.66,1.16,0.96,0.0,15.0
anomaly,7.45,1.25,0.99,0.0,23.0
normal,4.55,1.42,0.94,0.0,8.0
normal,9.55,1.56,0.72,0.0,22.0
normal,4.06,1.44,0.95,0.0,15.0
normal,16.52,1.17,0.84,0.0,13.0
normal,7.63,1.01,0.73,0.0,16.0
normal,11.22,1.5,0.98,0.0,9.0
normal,3.96,0.76,0.72,0.0,9.0
normal,2.01,1.13,0.73,0.0,11.0
normal,8.44,1.18,0.78,0.0,10.0
normal,1.44,1.39,0.71,0.0,19.0
normal,9.64,2.05,1.0,0.0,18.0
normal,0.29,0.83,0.8,0.0,15.0
normal,6.97,0.95,0.74,0.0,18.0
normal,2.31,1.09,0.84,0.0,10.0
normal,0.74,1.15,0.96,0.0,21.0
normal,3.03,0.9,0.87,0.0,18.0
normal,1.91,0.78,0.76,0.0,19.0
normal,4.99,1.5,0.86,0.0,9.0
normal,1.63,1.24,0.75,0.0,7.0
normal,6.11,1.52,0.79,0.0,11.0
normal,0.91,1.02,0.93,0.0,8.0
normal,0.01,0.76,0.95,0.0,15.0
normal,5.27,1.51,0.87,0.0,12.0
normal,6.3,1.1,0.95,0.0,18.0
normal,2.37,1.73,0.9,0.0,11.0
normal,1.17,1.33,0.94,0.0,9.0
normal,1.64,1.15,0.94,0.0,19.0
normal,5.03,1.13,0.9,0.0,9.0
normal,1.88,0.78,0.83,0.0,20.0
normal,5.43,0.77,0.81,0.0,20.0
normal,3.58,1.3,0.72,0.0,17.0
normal,13.04,1.82,0.95,0.0,9.0
normal,2.02,1.73,0.95,0.0,14.0
normal,1.55,1.06,0.87,0.0,12.0
normal,4.57,1.49,0.76,0.0,15.0
normal,7.88,1.09,0.74,0.0,6.0
normal,7.84,0.7,0.72,0.0,18.0
normal,1.33,1.19,0.73,0.0,22.0
normal,1.61,1.06,0.73,0.0,13.0
normal,13.06,1.55,0.83,0.0,13.0
normal,8.72,1.34,0.79,0.0,22.0
normal,8.06,1.71,0.99,0.0,11.0
normal,0.35,1.52,0.75,0.0,12.0
normal,3.92,1.67,0.93,0.0,12.0
normal,7.25,1.25,0.79,0.0,19.0
normal,0.43,1.45,0.74,0.0,19.0
normal,9.63,1.33,0.93,0.0,22.0
normal,2.37,0.69,0.82,0.0,13.0
normal,0.35,1.15,0.76,0.0,8.0
anomaly,222.23,0.04,0.96,1.0,4.0
normal,2.93,0.82,0.71,0.0,6.0
normal,1.09,1.25,0.87,0.0,19.0
normal,3.71,2.01,0.99,0.0,9.0
normal,7.14,0.72,0.73,0.0,20.0
normal,1.57,1.3,0.81,0.0,14.0
normal,1.18,1.21,0.75,0.0,20.0
normal,2.82,1.17,0.73,0.0,19.0
normal,7.99,1.21,0.99,0.0,6.0
normal,6.72,1.49,0.9,0.0,15.0
normal,3.36,0.92,0.77,0.0,15.0
normal,6.8,1.47,0.76,0.0,21.0
normal,0.13,1.42,0.85,0.0,9.0
normal,3.97,1.19,0.97,0.0,6.0
anomaly,108.01,0.18,0.78,0.0,2.0
normal,1.05,1.56,0.72,0.0,19.0
normal,0.15,0.66,0.87,0.0,10.0
normal,6.67,1.38,0.72,0.0,6.0
normal,6.63,0.91,0.72,0.0,19.0
normal,14.3,0.79,0.93,0.0,20.0
normal,4.96,1.43,0.82,0.0,15.0
normal,4.74,1.33,0.95,0.0,11.0
normal,6.47,0.85,0.81,0.0,19.0
normal,3.18,1.08,0.98,0.0,16.0
normal,4.0,0.85,0.87,0.0,19.0
normal,12.9,1.26,0.88,0.0,14.0
normal,11.62,1.41,0.98,0.0,13.0
normal,3.11,0.71,0.8,0.0,16.0
normal,1.68,0.44,0.75,0.0,17.0
normal,3.79,1.28,0.86,0.0,17.0
normal,0.98,1.52,0.96,0.0,12.0
normal,1.12,1.3,0.85,0.0,19.0
normal,0.89,0.91,0.7,0.0,6.0
normal,11.28,1.2,0.96,0.0,22.0
normal,17.27,1.33,0.82,0.0,22.0
normal,6.5,1.14,0.73,0.0,8.0
normal,10.03,0.83,1.0,0.0,17.0
normal,3.37,1.18,0.97,0.0,12.0
normal,2.62,1.38,0.74,0.0,12.0
normal,2.89,1.08,0.9,0.0,12.0
normal,1.97,0.68,0.93,0.0,17.0
normal,7.98,0.95,0.73,0.0,16.0
normal,7.72,1.37,0.96,0.0,16.0
normal,6.47,1.26,0.88,0.0,9.0
normal,0.4,0.92,0.79,0.0,7.0
normal,5.05,0.83,0.71,0.0,18.0
normal,0.36,0.99,0.77,0.0,17.0
normal,3.88,0.87,0.84,0.0,10.0
normal,2.37,1.13,0.82,0.0,14.0
normal,7.43,0.84,0.76,0.0,13.0
normal,1.37,1.68,0.83,0.0,9.0
normal,0.4,1.45,0.95,0.0,13.0
normal,4.51,1.1,0.73,0.0,7.0
normal,2.33,0.88,0.82,0.0,14.0
anomaly,4.71,1.28,0.71,0.0,2.0
normal,2.3,1.45,0.72,0.0,10.0
normal,3.55,1.16,0.87,0.0,20.0
normal,3.59,0.63,0.83,0.0,10.0
normal,3.22,1.24,0.95,0.0,21.0
normal,3.1,1.35,0.99,0.0,17.0
normal,0.63,1.19,0.9,0.0,15.0
normal,7.76,1.25,0.99,0.0,19.0
normal,0.16,1.23,0.98,0.0,12.0
normal,3.2,1.36,0.91,0.0,14.0
normal,5.23,0.79,0.95,0.0,13.0
normal,2.56,0.88,0.88,0.0,8.0
normal,2.74,0.96,0.71,0.0,19.0
normal,3.55,1.38,0.9,0.0,7.0
normal,4.63,0.99,0.81,0.0,22.0
anomaly,99.93,0.11,0.81,1.0,10.0
normal,2.44,1.44,0.93,0.0,20.0
normal,20.0,1.22,0.92,0.0,12.0
normal,2.58,1.04,0.98,0.0,12.0
anomaly,106.43,0.29,0.8,0.0,16.0
normal,7.12,1.37,0.82,0.0,20.0
normal,2.52,1.12,0.92,0.0,15.0
normal,8.01,1.59,0.79,0.0,8.0
normal,18.61,1.55,0.72,0.0,22.0
normal,2.78,1.19,0.8,0.0,21.0
anomaly,103.15,0.02,0.99,0.0,16.0
normal,1.58,1.22,0.74,0.0,7.0
normal,0.72,1.26,0.86,0.0,20.0
normal,14.96,1.13,0.87,0.0,11.0
normal,13.46,0.86,0.83,0.0,19.0
normal,11.3,1.22,0.9,0.0,16.0
normal,0.12,1.24,0.84,0.0,8.0
normal,6.81,1.6,0.97,0.0,22.0
anomaly,3.19,0.98,0.61,0.0,0.0
normal,1.53,0.95,0.93,0.0,14.0
normal,12.08,0.53,1.0,0.0,15.0
normal,1.12,1.47,0.96,0.0,14.0
normal,1.19,1.31,0.88,0.0,7.0
normal,8.36,0.98,0.92,0.0,18.0
normal,2.42,1.32,0.92,0.0,14.0
normal,2.97,0.53,0.98,0.0,8.0
normal,0.63,1.9,0.7,0.0,14.0
normal,4.5,1.41,0.93,0.0,19.0
normal,6.57,1.08,0.86,0.0,22.0
normal,0.61,0.69,0.83,0.0,19.0
normal,0.72,1.2,0.77,0.0,12.0
normal,15.58,1.13,0.94,0.0,11.0
normal,0.54,0.96,0.75,0.0,8.0
normal,0.64,1.1,0.87,0.0,21.0
normal,1.87,1.19,0.99,0.0,12.0
normal,8.72,1.09,0.72,0.0,12.0
normal,2.96,1.14,0.86,0.0,12.0
normal,2.26,1.55,0.87,0.0,22.0
normal,1.25,1.3,0.82,0.0,11.0
normal,1.5,1.53,0.72,0.0,7.0
normal,1.05,1.9,0.82,0.0,7.0
normal,16.04,1.44,0.97,0.0,6.0
normal,11.14,1.52,0.81,0.0,12.0
normal,6.36,1.09,0.8,0.0,17.0
normal,11.45,1.46,0.88,0.0,9.0
normal,5.91,1.5,0.8,0.0,21.0
anomaly,6.95,1.37,0.86,0.0,3.0
normal,1.34,1.11,0.94,0.0,7.0
anomaly,26.5,0.11,0.96,1.0,23.0
normal,0.15,1.08,0.84,0.0,7.0
normal,2.57,1.32,0.83,0.0,7.0
normal,2.53,1.5,0.9,0.0,22.0
normal,1.73,1.12,0.79,0.0,19.0
normal,1.23,0.87,0.76,0.0,20.0
normal,3.52,1.31,0.81,0.0,17.0
normal,7.19,1.45,1.0,0.0,19.0
normal,0.41,0.26,0.86,0.0,16.0
normal,11.02,1.31,0.99,0.0,18.0
normal,8.03,1.29,0.94,0.0,19.0
normal,1.17,1.06,0.73,0.0,18.0
normal,4.83,1.25,0.89,0.0,13.0
normal,6.93,1.31,0.85,0.0,21.0
normal,14.12,0.96,0.9,0.0,22.0
normal,0.49,1.21,0.91,0.0,6.0
normal,1.07,1.33,0.9,0.0,6.0
normal,3.73,1.46,0.74,0.0,15.0
normal,1.38,1.46,0.89,0.0,6.0
normal,0.96,0.51,0.82,0.0,14.0
normal,12.14,1.31,0.78,0.0,19.0
normal,10.07,1.35,0.97,0.0,22.0
normal,1.12,1.79,0.77,0.0,6.0
normal,0.15,0.98,0.73,0.0,10.0
normal,6.56,0.79,0.77,0.0,21.0
normal,4.86,1.26,0.98,0.0,11.0
anomaly,5.41,0.88,0.8,0.0,23.0
normal,1.63,1.38,0.84,0.0,14.0
normal,1.02,0.95,0.76,0.0,16.0
normal,1.69,1.3,0.71,0.0,14.0
normal,6.21,0.64,0.99,0.0,22.0
normal,11.05,1.44,0.73,0.0,18.0
normal,5.51,0.91,0.83,0.0,16.0
normal,7.28,1.26,0.98,0.0,14.0
normal,0.72,1.16,0.96,0.0,10.0
normal,1.03,1.12,0.96,0.0,10.0
normal,14.05,1.45,0.96,0.0,12.0
normal,0.21,1.09,0.9,0.0,17.0
normal,8.06,1.23,0.79,0.0,9.0
anomaly,47.52,0.02,0.99,1.0,11.0
normal,8.29,1.23,0.77,0.0,9.0
normal,8.01,0.96,0.92,0.0,16.0
normal,20.0,1.47,0.85,0.0,18.0
normal,0.18,1.05,0.74,0.0,14.0
normal,3.96,0.91,0.99,0.0,16.0
normal,16.53,0.74,0.83,0.0,15.0
normal,5.83,1.3,0.96,0.0,20.0
normal,3.48,1.42,0.84,0.0,14.0
normal,4.88,1.05,0.73,0.0,9.0
normal,10.95,1.56,0.82,0.0,13.0
normal,0.8,1.33,0.94,0.0,14.0
normal,1.23,1.25,0.71,0.0,17.0
anomaly,32.43,0.3,0.97,0.0,20.0
normal,13.9,1.19,0.9,0.0,14.0
normal,5.32,0.87,0.84,0.0,18.0
normal,8.89,0.75,0.96,0.0,12.0
normal,1.0,1.28,0.86,0.0,22.0
normal,7.21,1.41,0.86,0.0,18.0
normal,3.41,1.4,0.99,0.0,20.0
normal,4.0,1.56,0.81,0.0,22.0
anomaly,271.66,0.05,0.82,1.0,8.0
normal,10.08,1.17,0.76,0.0,18.0
normal,11.51,1.43,0.74,0.0,16.0
normal,5.77,1.43,0.79,0.0,12.0
normal,0.09,1.2,0.85,0.0,19.0
normal,12.02,0.88,0.91,0.0,22.0
normal,3.73,0.91,0.92,0.0,13.0
normal,20.0,1.76,0.9,0.0,11.0
normal,0.11,1.19,0.89,0.0,18.0
normal,2.21,1.05,0.77,0.0,11.0
normal,10.73,0.94,0.74,0.0,6.0
normal,2.2,1.28,0.97,0.0,21.0
normal,3.97,1.51,0.84,0.0,15.0
normal,4.08,0.91,0.83,0.0,18.0
normal,5.38,1.36,0.92,0.0,20.0
normal,1.81,1.63,0.88,0.0,21.0
normal,0.71,1.69,0.9,0.0,11.0
normal,2.43,0.4,0.92,0.0,21.0
normal,2.48,1.18,0.85,0.0,11.0
normal,3.02,1.24,0.91,0.0,13.0
normal,5.9,1.3,0.98,0.0,8.0
normal,0.48,1.36,0.75,0.0,9.0
normal,15.07,1.45,0.88,0.0,9.0
normal,4.4,1.67,0.99,0.0,20.0
normal,20.0,1.04,0.89,0.0,7.0
normal,20.0,1.84,0.79,0.0,14.0
normal,1.32,1.58,0.95,0.0,21.0
normal,12.92,0.89,0.9,0.0,21.0
normal,14.65,0.81,0.79,0.0,20.0
normal,0.74,1.24,0.93,0.0,6.0
normal,5.17,1.23,0.75,0.0,9.0
normal,5.71,1.18,0.75,0.0,17.0
normal,2.94,1.12,0.73,0.0,20.0
normal,3.24,0.7,0.74,0.0,11.0
normal,6.3,0.93,0.71,0.0,13.0
normal,2.77,1.03,0.95,0.0,13.0
normal,4.6,1.06,0.71,0.0,11.0
normal,0.45,1.46,0.76,0.0,20.0
normal,0.59,1.11,0.77,0.0,16.0
normal,2.13,1.52,0.77,0.0,13.0
normal,1.65,0.95,0.97,0.0,7.0
normal,9.9,0.95,0.94,0.0,16.0
normal,7.17,0.93,0.86,0.0,18.0
normal,8.84,1.52,0.98,0.0,21.0
normal,0.71,1.42,0.97,0.0,10.0
normal,6.06,0.75,0.74,0.0,22.0
normal,0.41,1.04,0.95,0.0,18.0
normal,9.32,1.42,0.98,0.0,19.0
normal,0.91,1.36,0.96,0.0,6.0
normal,10.06,0.64,0.72,0.0,8.0
normal,1.33,0.91,0.84,0.0,19.0
normal,0.87,1.14,0.86,0.0,20.0
normal,2.03,1.05,0.81,0.0,20.0
normal,1.44,1.49,0.83,0.0,14.0
normal,0.47,1.27,0.79,0.0,22.0
normal,20.0,1.88,0.78,0.0,8.0
normal,3.42,1.43,0.74,0.0,9.0
normal,8.39,1.31,0.72,0.0,15.0
normal,3.2,0.82,0.91,0.0,15.0
normal,8.19,0.71,0.96,0.0,6.0
normal,2.13,1.55,0.78,0.0,21.0
anomaly,84.7,0.24,0.83,0.0,9.0
normal,3.49,1.22,0.83,0.0,21.0
normal,1.88,0.96,0.92,0.0,22.0
normal,12.71,1.01,0.73,0.0,18.0
normal,7.93,0.3,1.0,0.0,13.0
normal,2.6,1.44,0.82,0.0,13.0
normal,10.48,1.05,0.91,0.0,20.0
normal,15.32,1.44,0.89,0.0,15.0
normal,2.02,0.88,0.95,0.0,13.0
normal,5.82,1.44,0.71,0.0,15.0
normal,4.0,1.75,0.78,0.0,10.0
normal,2.43,0.93,0.85,0.0,11.0
normal,5.79,1.49,0.9,0.0,11.0
normal,2.07,1.28,0.75,0.0,18.0
normal,3.72,0.97,0.9,0.0,14.0
normal,9.41,1.23,0.91,0.0,9.0
normal,2.96,1.49,0.97,0.0,15.0
normal,16.03,0.95,0.97,0.0,15.0
normal,8.55,1.62,0.86,0.0,13.0
normal,2.23,1.76,0.78,0.0,9.0
normal,1.1,1.0,0.81,0.0,21.0
normal,1.72,0.74,0.81,0.0,6.0
normal,2.13,1.1,0.73,0.0,8.0
normal,2.67,1.61,0.85,0.0,9.0
normal,3.08,1.5,0.79,0.0,11.0
